date,google_ads_spend,facebook_ads_spend,email_marketing_spend,influencer_spend,organic_traffic,email_sends,site_visits,conversions,revenue
2024-01-01,287.2415267843084,38.75121745099041,83.45830711643626,56.83773547898566,4284.075974109975,20833.13619458528,15852.67659489542,910.4357769748356,-8969.378951053102
2024-01-02,179.33576762587052,140.54971913460204,,20.403909734207136,5547.49938623424,24988.993201589972,37961.34132126885,1271.6213775874069,4996.218917042622
2024-01-03,165.87403012451443,159.7839697444844,15.71853276607934,31.79958692650013,1346.4121529082058,24788.54629196937,37498.93931402944,817.8488024597386,4703.488945286604
2024-01-04,165.87627531981607,36.386370269614424,35.43488209109189,8.369025351879829,6225.9622565931295,11454.994398874405,36641.290978770434,1204.40822866331,1857.5472686702512
2024-01-05,557.9657294676781,116.8651266435793,8.933307156496866,264.23685298015073,6723.641641092505,31469.636402379932,32982.7379892466,1315.8499493995166,7763.494685946088
2024-01-06,344.0047477157067,78.48080148138938,63.559064738664134,83.99770251614619,3739.776155165997,,,1153.5929006596336,-780.4255085482209
2024-01-07,135.72936020890788,163.76568218857426,186.05440837334183,7.413243163127822,3833.2421063181982,18409.610018668525,38259.11518501118,1414.1632332270412,1610.4368677097307
2024-01-08,296.3777368117456,176.15981425211942,16.524873858122156,253.34036580012662,,14584.07384007308,45388.107900827636,,-7776.741626384073
2024-01-09,239.87523168775763,78.49491561158155,6.7097295035498945,13.316909548956437,4092.795176652074,36189.97301562253,22375.6762930812,1043.2755814867473,8522.663923920123
2024-01-10,25.90979321887025,312.97109323615337,24.3194306723036,28.229073002276916,5268.7122487359275,21452.424021727806,38625.003166358176,1029.9560046592983,-975.0377277052103
2024-01-11,80.54907392252476,152.48984039493232,,44.31955743117642,2664.169656369363,14894.14951591061,29310.263215940377,1443.274131784709,8041.241356636079
2024-01-12,252.73987648177962,81.82786109037554,86.76861324050245,58.31333065704682,3658.4868703559123,25183.541299774675,28962.615583771196,1003.8773910579098,-1411.6726570180263
2024-01-13,523.8212240980234,33.90679406883136,33.49480285888253,114.6063124057025,6847.036640209889,24614.814675860198,17707.754476943694,1474.620891145481,4595.799753594996
2024-01-14,167.02226219509754,183.2272275189754,64.55057993567328,59.29272432349888,,18873.637858520695,27721.68472387684,1566.8135378495792,1853.9302022777315
2024-01-15,,217.21248185768908,28.320990337663158,41.77147162354989,,25043.6402767003,22021.880336252678,699.3858412961611,-2180.2280638436337
2024-01-16,217.6809049766599,100.58277194052816,39.214858034152165,69.16486419847956,5426.405834708165,15048.248235014813,26289.164563952436,1539.8779161903103,4177.641122658072
2024-01-17,120.63413768617171,167.710419523513,19.66543461101849,39.443379172574254,2828.87874249409,17042.490350304484,21214.5089297748,1818.1268095334096,7718.012667704007
2024-01-18,158.1289657367026,426.12078315303023,13.185939959038935,33.55997410301742,5762.395034259447,7938.700072603622,26408.73290149595,1275.6011283605785,11400.33853010413
2024-01-19,197.91629747283176,,89.32067089619741,50.257506884959234,4858.799237368576,12056.293494682624,26751.117143812775,1379.7252555884468,5125.215528895743
2024-01-20,,13.16509865631055,,242.0461741835176,4453.4395325003115,30845.784834024114,30774.039347510403,1511.1015973107476,-5349.681431549791
2024-01-21,356.4072113055767,80.99705369928674,68.6414227510845,34.351489022610856,5293.948511806405,29848.571766333887,17082.001101669353,1117.3553054462934,-4694.1944362149
2024-01-22,64.22177355348481,135.26033154233292,19.3117384652109,164.16110662129327,5569.56018268015,20394.731891893774,18435.854818037413,1254.684067061361,7031.03279864517
2024-01-23,56.735213260160805,159.10774021596393,46.977499463473805,66.22212750242919,5849.110186369544,29977.588683139023,32895.31416584421,805.7401411130672,-3711.696239431594
2024-01-24,232.07405014657618,170.4616205503497,2.107264735941186,63.09538150853081,6413.903417057603,19039.55308035017,23620.495063439208,1241.5905085591353,5108.2779701547015
2024-01-25,337.6024569574861,207.43107663824964,32.77555575838095,69.83655654915752,5489.763095334028,18539.53818459255,38596.23832183945,1349.4335986933625,3321.7146048517848
2024-01-26,227.74026892284846,138.83420859781393,21.748726283302812,,3349.2390934563655,20339.06389079334,31802.157776120373,1354.8489068779409,8275.741736374754
2024-01-27,182.6135012501521,,119.4942581035801,37.630217007744854,4431.62545081857,19250.47042805861,34854.09720165126,1519.6274170792742,3911.7726945115082
2024-01-28,156.88577219801692,290.23428516640485,10.687198151808644,154.56500745570378,8531.658002322345,18708.822058638918,41285.538563367154,967.5593465593413,2209.0860550222933
2024-01-29,136.78917968239804,185.89513911307526,40.790703444396605,93.29885230276213,5869.389272458073,26860.388642897316,27522.31350554742,1040.2179729979512,12063.710971036628
2024-01-30,412.5359160623339,52.4913491567587,62.882372692435304,9.72538884489869,7843.144760973797,20900.81392373722,25404.106356669796,1768.6522037974064,6682.337368768343
2024-01-31,254.52527272679066,162.97035766155213,106.77115070098408,235.98795458411118,6674.520898639023,24274.89058660283,36973.620684790505,1154.901487870887,5423.253736388916
2024-02-01,146.0782576390385,135.55546419485756,95.41121028519457,72.09640071584481,5290.162485866898,26188.283151663985,34076.10851143749,1260.0101361936984,-1727.255529110309
2024-02-02,112.39278351738686,20.38243341051667,43.92722308860186,7.8204671034196895,5361.688483737341,22329.1147739284,28501.357521429592,1179.8969874824336,-4787.815672135392
2024-02-03,310.5142748049449,169.35080367667103,49.886526821997066,34.29338004591867,4956.103952147785,14178.372044550568,41131.66373564754,953.4957521084933,1056.1912964643248
2024-02-04,406.0130008082661,59.476077587810266,119.41117503904151,133.71755096145446,2914.634460984201,11882.804666215767,28302.045521280554,1687.058763267542,-4839.555160253938
2024-02-05,381.7451738163466,293.1887234306705,43.14228191056516,47.03781937205651,5021.656702961869,20892.68380884383,30262.189100446252,1041.6895764238184,1472.5219488107905
2024-02-06,96.12564578536164,205.31164419388386,,51.88978453290014,6452.809463050637,18972.462171050392,30169.781206674066,861.814342887921,5510.372599272081
2024-02-07,155.8197361545149,49.66392295015225,122.46852121130121,112.4250169155833,4280.432006214555,20524.34857352073,22523.24884081223,1064.7779168091745,6442.633074283662
2024-02-08,134.57219610241182,,257.4404603074807,79.14047518463407,5494.343598874171,19903.675764508484,30620.683115891126,599.48819948234,-146.65145699601726
2024-02-09,,376.92983543064076,59.06647358051692,99.84697546168478,6021.909255071837,35501.4419609994,41174.08141918793,1004.6137605050454,16490.909459672308
2024-02-10,354.13062280359077,122.78255207982745,73.71148578267758,111.34039525133323,,12018.642466151972,33559.74652300941,909.561420644302,8708.40156112584
2024-02-11,492.27149486486525,134.9296439974724,93.14335157651827,23.883713416153054,4458.436562787602,8060.322381073251,30248.50741119145,1385.2285892781974,2958.6630179354
2024-02-12,261.41845683701985,265.3059964524576,121.56488891404632,26.961620909386173,3778.5062114274087,21994.26100111766,28705.86175067465,997.9757281320383,8225.221862834012
2024-02-13,115.78135477106606,358.31938148613085,108.87867821668691,20.22368957340162,4013.4012719727116,17741.46467247083,32646.936227250808,1466.3411806736544,-764.1092926945162
2024-02-14,194.5010357866685,27.888222495805746,26.066645448657283,28.900357915284754,3454.8736596163267,21896.407218379707,35998.13302791348,1619.5451979207965,2513.579852371119
2024-02-15,553.5047442088302,55.594735661996246,62.56245860678096,49.7191951665545,,23503.298133704007,34873.91064711803,1434.3526008862798,1086.716558482889
2024-02-16,213.79063218646235,107.15172886077154,109.47284830637692,53.776652761333246,6703.346816957407,27704.628171073386,27345.081105424168,1135.383513341977,-4092.082921569692
2024-02-17,157.16216430906925,116.98073798957373,141.76561693252395,193.11345427353194,3901.427565091649,,32598.252752880915,1242.334349011678,4585.1071643480045
2024-02-18,167.86231341615343,260.0481729827223,40.86071242077284,75.44380759349615,5151.751062872828,16659.692612857023,33839.51792918623,742.5045179567821,2037.217255210206
2024-02-19,260.5816036857615,359.56003995483627,61.25865110091243,50.80167644044499,4396.557495594853,22572.56755328458,21942.440099784173,1159.8661882436281,3104.5397838190556
2024-02-20,99.07580814063152,377.6214542222688,67.4908170882553,14.600377351776629,6414.639124444327,24622.781574123357,31345.844329469553,941.86845957995,2007.2969783891392
2024-02-21,131.9036541748035,27.102920306957053,48.39180572577285,40.413856847124585,6573.39475592434,33160.69730173031,12709.568909581103,1408.2979143447897,-3307.172763084669
2024-02-22,377.97268722891005,74.4978637783147,59.89097234662268,250.746295004712,6036.883978566736,,33860.26967856948,1971.8257167733423,10759.918614622182
2024-02-23,255.3753138387677,91.15533203780723,373.80405361260875,247.52665606039997,5367.361463723307,19659.268424682337,35282.74443650145,1349.9464907921429,4183.481690119526
2024-02-24,215.4193008574656,74.2261465084787,39.25796057912281,39.84220716644928,4722.728555790922,14657.38548234403,35980.36900629167,,262.37490967322947
2024-02-25,390.72162776148406,204.86317115720973,42.22150129731809,3.9301860468474517,3569.7503549705,16614.260883685885,26839.62518264346,1091.630942125688,-3858.0152846839264
2024-02-26,878.0983524302643,1337.0773124495993,5.642712272110355,33.92316963488096,7332.234657346637,16443.78306225736,,,15686.51578347473
2024-02-27,153.41219006771763,150.74743837110725,4.216105478273599,194.8884067590703,4088.3923786969362,23931.401771082565,41391.63076432933,1226.207227578079,6323.410370081294
2024-02-28,249.47163657376728,139.96561087898573,71.59408966373013,50.098063784631954,5796.37561643941,21541.984673514984,,980.756062317374,2108.402199213925
2024-02-29,243.22975087168356,110.9850509873257,109.8240634897989,112.53038050929688,6271.4786871480765,12058.102574946926,29766.618406187514,1273.5875227910806,-4224.2024682244755
2024-03-01,51.10146891580957,121.89512330135253,94.41933723738829,56.61739291398011,4333.663403713605,17384.5911854574,31114.55704583648,,9431.55236521231
2024-03-02,141.65536963261377,422.9652223384847,19.25079944944797,6.729584031371571,6245.615032779155,25265.285320708525,38887.289157875464,916.5273831944799,531.8056485016577
2024-03-03,176.03980444339277,246.42526009440525,90.00857517209114,58.78258495475757,5917.055844006626,22109.974129844355,17993.5838779026,1393.7392924811134,-1186.1348184308404
2024-03-04,269.3526650438121,114.46069557249614,41.589340997769746,,7073.5566024581185,,27415.394058583803,895.3010307360522,1773.7630516344134
2024-03-05,242.61163698211195,137.87484008264573,32.4169454759201,28.391536971408136,4436.784240287947,22297.530260343578,40684.56364429405,1361.463481647677,3749.6517796241515
2024-03-06,188.68715568015705,208.265240035631,9.294131216451637,123.52504542311195,3456.963179264342,29758.584407653158,37801.60433347813,789.1608676031826,1087.087336494548
2024-03-07,25.692609828720077,49.64790000136045,,62.74208716810649,4393.412293466587,21416.25838294622,,,-16329.076523649326
2024-03-08,195.92054333417525,167.22900987443444,73.0059192687593,117.66284824418756,5250.6242510411985,17683.86321277581,17953.340757355036,967.7190232787837,3292.542174481614
2024-03-09,209.4766833342268,237.01880328257232,61.990117632104536,80.26208193963717,5069.855272502068,14505.469753198637,29600.718135670704,1132.9000284589667,6842.15882095794
2024-03-10,7006.077877231556,1296.2556699112586,54.310778641329605,16.096712006607646,4527.87452447054,21497.65674925827,25280.676830000535,1299.1839783271218,31589.536448202092
2024-03-11,171.65517271567597,75.82355930868195,1.6489093154794843,40.894009530594445,2708.9630492273086,5355.775911349496,32648.311222537708,,9030.368545772037
2024-03-12,250.4471426956797,88.8096924832575,54.81025650102005,39.386394175190944,,18894.26598900373,23525.226521640958,1243.0217883213913,5971.554582790555
2024-03-13,434.4255310657158,17.533821478203723,25.653279043787784,26.711859681628336,,18764.960840471937,21794.21284020314,1372.6070173560377,4456.852382512405
2024-03-14,340.5687235766833,254.76060820474677,62.37874641808364,74.16122308595217,5557.101485747604,11813.174878296315,13481.077778530867,1488.1839697510457,-2180.307820242712
2024-03-15,505.5365496733775,543.0785488091196,124.42104591702453,287.86722145444105,5730.962622864216,14430.404968064024,39774.43747981361,1437.4492307918872,6473.1012536967255
2024-03-16,51.94946632892237,66.5286727214175,29.856375111383816,154.7393408502896,5686.934367386122,24857.94518088945,26801.83590845554,1148.4568608591978,2846.889887785669
2024-03-17,82.44742729923907,317.72894283805533,51.2798818927427,172.9862213705775,5476.45600385888,21384.270494449775,31257.166269620277,1156.0104677869192,1671.016416330313
2024-03-18,124.47204533306723,511.9851999876148,202.17531426141076,24.661313130165322,6117.999160241714,20610.730002243967,29982.095068206552,1904.7325674075098,7430.033559778505
2024-03-19,43.11806338227056,102.17109970995897,59.704889605629255,175.43971480255124,5474.448417422799,21838.085203592134,21460.528536316007,1484.9667204747875,-567.7798112423907
2024-03-20,210.8108752329777,138.0235945626893,45.710707624099136,226.58231532013457,4624.787396416069,20555.76552769354,19927.480708414456,923.4529031039359,767.2645658368106
2024-03-21,88.70132526846203,181.4555802210487,19.616577843949553,23.607548671346848,4044.813307989495,27457.175377149888,,1229.9964491296655,-2066.11415162788
2024-03-22,549.0250496018508,211.16728504689726,92.03898131971195,89.1754317333253,4701.23161366319,20740.575090221893,24214.652489364857,1099.4570583665422,1479.023526098385
2024-03-23,101.5441056534347,188.71457030933828,15.937857426060592,91.45107158401744,5376.955395740799,11250.721317087498,32932.84997611044,1159.399729823067,777.8120457644998
2024-03-24,154.14038614435674,108.94109513529003,128.67758455001706,44.36407172894826,4620.700446652432,29780.779789246462,23634.258691835108,831.1514526875736,692.8089473024803
2024-03-25,354.3554591645103,234.43072827045935,81.67898539881335,68.3602642974113,5377.2064197577165,22222.041603973074,43971.925052756975,1076.423029684214,1753.0278844595066
2024-03-26,63.49656683609922,111.02314102273459,26.622189749595048,,5526.980160440501,16464.477615229593,38217.20828714521,1743.466731958174,5593.753913362511
2024-03-27,40.02997978919893,198.2197078946243,20.37806339403483,47.76926237712164,5999.815317524218,12479.589690229888,36466.876397325665,1373.722890262651,8756.696677317681
2024-03-28,229.98860925331348,146.62559296623792,20.937670551969816,148.41156284441954,6539.353962606776,22375.485325748272,29042.7287802148,452.651577554562,-4267.03252835656
2024-03-29,243.02285828997037,23.910121225325682,4.350667171861407,9.816652151422574,5093.608902174629,,42114.24588576387,1565.0170477493841,8848.90923761694
2024-03-30,,349.5840192385622,,39.1890564072387,3430.668121822807,29444.880716194453,28255.954951031006,1526.8888568727484,4733.069691643059
2024-03-31,292.24526640332977,90.88908497344377,2.1674903106011936,114.59450908490973,4585.875083816972,17924.556315999034,29749.90868676603,1092.214408708075,-2419.328632098959
2024-04-01,249.6268404684347,373.07161445526947,43.04592962602351,263.948883327776,5052.8750808879195,14975.7152619052,31359.796317994154,1415.1790631349645,1485.8787188129452
2024-04-02,112.06577003450715,309.2013910985607,40.46870487965112,156.63871194994448,2797.0774925874916,25374.77730941557,,942.1802367548398,3420.4673516199464
2024-04-03,238.1813893964333,177.46181154990708,,66.94221443023608,6666.397424122979,25551.691356300988,35095.264632023885,1058.9232851200927,-6181.574563937045
2024-04-04,248.9249112192843,219.0614164641157,69.74227507929932,50.341903786438245,5170.8534950125595,21011.908205661173,26198.997772443174,1649.5639082009561,1883.053276178036
2024-04-05,108.49011513702212,238.1499070004299,26.692651794333187,41.80505557699662,5457.623401496342,24058.14228604945,25736.05024459237,1118.4809880390874,4282.19846034991
2024-04-06,650.6490623734112,128.21977892468018,54.934729071206014,42.09181045450792,6638.631755031519,19773.877275546572,35119.22365721667,639.0805014135027,139.42805183564087
2024-04-07,282.75282849217314,133.10120292606456,128.658054457616,2.8987717836688818,4243.8286038291835,21403.190606055483,35721.89267112986,1181.009033165599,-5213.374003754876
2024-04-08,83.81540945644758,230.07428095969277,76.84936686555041,255.25739039919483,5688.8503170608365,26989.94529538354,26853.191001417017,1176.423482125693,3011.9142875512875
2024-04-09,348.3933486242714,147.83672255485712,31.019944827327485,54.53062807011052,4868.163052277677,23751.91000412902,17302.49544257237,1559.510570812038,13488.804893246439
